2019-01-11 23:07:38,592:    |cuda
2019-01-11 23:21:31,352:    |Epoch: 20, train acc: 0.94, test acc: 0.89
2019-01-11 23:21:31,352:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:22:10,408:    |Epoch: 21, train acc: 0.94, test acc: 0.89
2019-01-11 23:22:10,408:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:22:49,996:    |Epoch: 22, train acc: 0.94, test acc: 0.88
2019-01-11 23:22:49,996:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:23:29,373:    |Epoch: 23, train acc: 0.95, test acc: 0.88
2019-01-11 23:23:29,373:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:24:06,666:    |Epoch: 24, train acc: 0.95, test acc: 0.89
2019-01-11 23:24:06,667:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:24:42,290:    |Epoch: 25, train acc: 0.95, test acc: 0.90
2019-01-11 23:24:42,291:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:25:19,461:    |Epoch: 26, train acc: 0.95, test acc: 0.89
2019-01-11 23:25:19,462:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:25:57,895:    |Epoch: 27, train acc: 0.96, test acc: 0.90
2019-01-11 23:25:57,895:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:26:36,869:    |Epoch: 28, train acc: 0.96, test acc: 0.89
2019-01-11 23:26:36,869:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:27:16,271:    |Epoch: 29, train acc: 0.96, test acc: 0.90
2019-01-11 23:27:16,271:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:27:55,520:    |Epoch: 30, train acc: 0.96, test acc: 0.90
2019-01-11 23:27:55,520:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:28:35,141:    |Epoch: 31, train acc: 0.96, test acc: 0.89
2019-01-11 23:28:35,141:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:29:14,013:    |Epoch: 32, train acc: 0.96, test acc: 0.90
2019-01-11 23:29:14,014:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:29:52,440:    |Epoch: 33, train acc: 0.97, test acc: 0.89
2019-01-11 23:29:52,440:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:30:31,710:    |Epoch: 34, train acc: 0.97, test acc: 0.89
2019-01-11 23:30:31,711:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:31:11,458:    |Epoch: 35, train acc: 0.97, test acc: 0.91
2019-01-11 23:31:11,458:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:31:49,365:    |Epoch: 36, train acc: 0.97, test acc: 0.90
2019-01-11 23:31:49,366:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:32:25,149:    |Epoch: 37, train acc: 0.97, test acc: 0.90
2019-01-11 23:32:25,149:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:33:01,900:    |Epoch: 38, train acc: 0.97, test acc: 0.90
2019-01-11 23:33:01,900:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:33:40,436:    |Epoch: 39, train acc: 0.97, test acc: 0.90
2019-01-11 23:33:40,437:    |Saving...
2019-01-11 23:33:40,501:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:34:19,378:    |Epoch: 40, train acc: 0.97, test acc: 0.90
2019-01-11 23:34:19,378:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:34:59,071:    |Epoch: 41, train acc: 0.97, test acc: 0.90
2019-01-11 23:34:59,071:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:35:38,437:    |Epoch: 42, train acc: 0.98, test acc: 0.90
2019-01-11 23:35:38,437:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:36:17,991:    |Epoch: 43, train acc: 0.98, test acc: 0.90
2019-01-11 23:36:17,992:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:36:56,446:    |Epoch: 44, train acc: 0.98, test acc: 0.89
2019-01-11 23:36:56,446:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:37:36,726:    |Epoch: 45, train acc: 0.98, test acc: 0.90
2019-01-11 23:37:36,726:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:38:17,218:    |Epoch: 46, train acc: 0.98, test acc: 0.89
2019-01-11 23:38:17,219:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:38:56,391:    |Epoch: 47, train acc: 0.98, test acc: 0.90
2019-01-11 23:38:56,391:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:39:36,429:    |Epoch: 48, train acc: 0.98, test acc: 0.90
2019-01-11 23:39:36,429:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:40:13,193:    |Epoch: 49, train acc: 0.98, test acc: 0.90
2019-01-11 23:40:13,193:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:40:50,018:    |Epoch: 50, train acc: 0.98, test acc: 0.91
2019-01-11 23:40:50,019:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:41:29,254:    |Epoch: 51, train acc: 0.98, test acc: 0.90
2019-01-11 23:41:29,254:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:42:09,850:    |Epoch: 52, train acc: 0.98, test acc: 0.90
2019-01-11 23:42:09,850:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:42:49,349:    |Epoch: 53, train acc: 0.98, test acc: 0.90
2019-01-11 23:42:49,350:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:43:29,572:    |Epoch: 54, train acc: 0.98, test acc: 0.90
2019-01-11 23:43:29,572:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:44:09,015:    |Epoch: 55, train acc: 0.98, test acc: 0.91
2019-01-11 23:44:09,015:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:44:48,565:    |Epoch: 56, train acc: 0.98, test acc: 0.91
2019-01-11 23:44:48,566:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:45:28,998:    |Epoch: 57, train acc: 0.98, test acc: 0.90
2019-01-11 23:45:28,998:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:46:23,177:    |Epoch: 58, train acc: 0.98, test acc: 0.91
2019-01-11 23:46:23,178:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:47:18,844:    |Epoch: 59, train acc: 0.98, test acc: 0.91
2019-01-11 23:47:18,844:    |Saving...
2019-01-11 23:47:18,912:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:48:14,986:    |Epoch: 60, train acc: 0.99, test acc: 0.91
2019-01-11 23:48:14,986:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:49:08,965:    |Epoch: 61, train acc: 0.99, test acc: 0.91
2019-01-11 23:49:08,966:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:50:05,484:    |Epoch: 62, train acc: 0.99, test acc: 0.91
2019-01-11 23:50:05,484:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:51:01,770:    |Epoch: 63, train acc: 0.99, test acc: 0.90
2019-01-11 23:51:01,770:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:52:03,974:    |Epoch: 64, train acc: 0.99, test acc: 0.91
2019-01-11 23:52:03,974:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:53:06,813:    |Epoch: 65, train acc: 0.99, test acc: 0.91
2019-01-11 23:53:06,813:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:54:03,469:    |Epoch: 66, train acc: 0.99, test acc: 0.91
2019-01-11 23:54:03,469:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:55:00,369:    |Epoch: 67, train acc: 0.99, test acc: 0.91
2019-01-11 23:55:00,370:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:55:56,949:    |Epoch: 68, train acc: 0.99, test acc: 0.91
2019-01-11 23:55:56,949:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:56:53,577:    |Epoch: 69, train acc: 0.99, test acc: 0.91
2019-01-11 23:56:53,578:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:57:50,248:    |Epoch: 70, train acc: 0.99, test acc: 0.91
2019-01-11 23:57:50,248:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:58:45,060:    |Epoch: 71, train acc: 0.99, test acc: 0.90
2019-01-11 23:58:45,060:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 23:59:40,388:    |Epoch: 72, train acc: 0.99, test acc: 0.91
2019-01-11 23:59:40,389:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:00:36,896:    |Epoch: 73, train acc: 0.99, test acc: 0.91
2019-01-12 00:00:36,896:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:01:32,843:    |Epoch: 74, train acc: 0.99, test acc: 0.91
2019-01-12 00:01:32,844:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:02:29,514:    |Epoch: 75, train acc: 0.99, test acc: 0.91
2019-01-12 00:02:29,515:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:03:25,734:    |Epoch: 76, train acc: 0.99, test acc: 0.91
2019-01-12 00:03:25,734:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:04:22,647:    |Epoch: 77, train acc: 0.99, test acc: 0.91
2019-01-12 00:04:22,647:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:05:19,303:    |Epoch: 78, train acc: 0.99, test acc: 0.91
2019-01-12 00:05:19,303:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:06:17,880:    |Epoch: 79, train acc: 0.99, test acc: 0.91
2019-01-12 00:06:17,880:    |Saving...
2019-01-12 00:06:17,960:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:07:12,348:    |Epoch: 80, train acc: 0.99, test acc: 0.90
2019-01-12 00:07:12,348:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:08:07,647:    |Epoch: 81, train acc: 0.99, test acc: 0.91
2019-01-12 00:08:07,647:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:09:03,845:    |Epoch: 82, train acc: 0.99, test acc: 0.91
2019-01-12 00:09:03,846:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:10:00,186:    |Epoch: 83, train acc: 0.99, test acc: 0.91
2019-01-12 00:10:00,187:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:10:56,149:    |Epoch: 84, train acc: 0.99, test acc: 0.91
2019-01-12 00:10:56,150:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:11:52,472:    |Epoch: 85, train acc: 0.99, test acc: 0.91
2019-01-12 00:11:52,472:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:12:48,786:    |Epoch: 86, train acc: 0.99, test acc: 0.91
2019-01-12 00:12:48,787:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:13:44,792:    |Epoch: 87, train acc: 0.99, test acc: 0.91
2019-01-12 00:13:44,793:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:14:41,231:    |Epoch: 88, train acc: 0.99, test acc: 0.91
2019-01-12 00:14:41,231:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:15:34,698:    |Epoch: 89, train acc: 0.99, test acc: 0.91
2019-01-12 00:15:34,699:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:16:29,709:    |Epoch: 90, train acc: 0.99, test acc: 0.91
2019-01-12 00:16:29,710:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:17:26,101:    |Epoch: 91, train acc: 0.99, test acc: 0.91
2019-01-12 00:17:26,101:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:18:21,770:    |Epoch: 92, train acc: 0.99, test acc: 0.90
2019-01-12 00:18:21,771:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:19:18,488:    |Epoch: 93, train acc: 0.99, test acc: 0.91
2019-01-12 00:19:18,488:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:20:14,322:    |Epoch: 94, train acc: 0.99, test acc: 0.91
2019-01-12 00:20:14,322:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:21:10,059:    |Epoch: 95, train acc: 0.99, test acc: 0.91
2019-01-12 00:21:10,059:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:22:06,442:    |Epoch: 96, train acc: 0.99, test acc: 0.91
2019-01-12 00:22:06,443:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:23:02,194:    |Epoch: 97, train acc: 0.99, test acc: 0.91
2019-01-12 00:23:02,194:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:23:57,218:    |Epoch: 98, train acc: 0.99, test acc: 0.91
2019-01-12 00:23:57,218:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:24:51,873:    |Epoch: 99, train acc: 0.99, test acc: 0.91
2019-01-12 00:24:51,873:    |Saving...
2019-01-12 00:24:51,936:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:25:48,111:    |Epoch: 100, train acc: 0.99, test acc: 0.91
2019-01-12 00:25:48,111:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:26:44,328:    |Epoch: 101, train acc: 0.99, test acc: 0.91
2019-01-12 00:26:44,328:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:27:40,634:    |Epoch: 102, train acc: 0.99, test acc: 0.92
2019-01-12 00:27:40,634:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:28:36,916:    |Epoch: 103, train acc: 0.99, test acc: 0.92
2019-01-12 00:28:36,916:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:29:32,881:    |Epoch: 104, train acc: 0.99, test acc: 0.91
2019-01-12 00:29:32,881:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:30:29,149:    |Epoch: 105, train acc: 0.99, test acc: 0.91
2019-01-12 00:30:29,149:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:31:25,731:    |Epoch: 106, train acc: 0.99, test acc: 0.90
2019-01-12 00:31:25,731:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:32:19,923:    |Epoch: 107, train acc: 0.99, test acc: 0.91
2019-01-12 00:32:19,923:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:33:14,581:    |Epoch: 108, train acc: 0.99, test acc: 0.91
2019-01-12 00:33:14,581:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:34:11,051:    |Epoch: 109, train acc: 0.99, test acc: 0.91
2019-01-12 00:34:11,052:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:35:06,873:    |Epoch: 110, train acc: 0.99, test acc: 0.91
2019-01-12 00:35:06,874:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:36:03,685:    |Epoch: 111, train acc: 0.99, test acc: 0.92
2019-01-12 00:36:03,686:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:37:00,168:    |Epoch: 112, train acc: 0.99, test acc: 0.91
2019-01-12 00:37:00,169:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:37:56,397:    |Epoch: 113, train acc: 0.99, test acc: 0.91
2019-01-12 00:37:56,398:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:38:52,323:    |Epoch: 114, train acc: 0.99, test acc: 0.92
2019-01-12 00:38:52,323:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:39:48,586:    |Epoch: 115, train acc: 0.99, test acc: 0.91
2019-01-12 00:39:48,586:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:40:43,362:    |Epoch: 116, train acc: 0.99, test acc: 0.91
2019-01-12 00:40:43,362:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:41:39,239:    |Epoch: 117, train acc: 0.99, test acc: 0.91
2019-01-12 00:41:39,240:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:42:36,477:    |Epoch: 118, train acc: 0.99, test acc: 0.91
2019-01-12 00:42:36,478:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:43:33,111:    |Epoch: 119, train acc: 0.99, test acc: 0.92
2019-01-12 00:43:33,112:    |Saving...
2019-01-12 00:43:33,179:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:44:29,663:    |Epoch: 120, train acc: 0.99, test acc: 0.91
2019-01-12 00:44:29,663:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:45:26,423:    |Epoch: 121, train acc: 0.99, test acc: 0.91
2019-01-12 00:45:26,424:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:46:22,275:    |Epoch: 122, train acc: 0.99, test acc: 0.91
2019-01-12 00:46:22,275:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:47:18,544:    |Epoch: 123, train acc: 0.99, test acc: 0.91
2019-01-12 00:47:18,544:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:48:13,813:    |Epoch: 124, train acc: 0.99, test acc: 0.91
2019-01-12 00:48:13,813:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:49:08,759:    |Epoch: 125, train acc: 0.99, test acc: 0.91
2019-01-12 00:49:08,759:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:50:05,563:    |Epoch: 126, train acc: 0.99, test acc: 0.92
2019-01-12 00:50:05,563:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:51:01,798:    |Epoch: 127, train acc: 0.99, test acc: 0.91
2019-01-12 00:51:01,799:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:51:58,226:    |Epoch: 128, train acc: 0.99, test acc: 0.92
2019-01-12 00:51:58,226:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:52:54,276:    |Epoch: 129, train acc: 0.99, test acc: 0.91
2019-01-12 00:52:54,277:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:53:51,031:    |Epoch: 130, train acc: 0.99, test acc: 0.91
2019-01-12 00:53:51,031:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:54:47,710:    |Epoch: 131, train acc: 0.99, test acc: 0.92
2019-01-12 00:54:47,710:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:55:43,635:    |Epoch: 132, train acc: 0.99, test acc: 0.91
2019-01-12 00:55:43,636:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:56:38,171:    |Epoch: 133, train acc: 0.99, test acc: 0.91
2019-01-12 00:56:38,171:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:57:33,238:    |Epoch: 134, train acc: 0.99, test acc: 0.91
2019-01-12 00:57:33,238:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:58:29,978:    |Epoch: 135, train acc: 0.99, test acc: 0.91
2019-01-12 00:58:29,978:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 00:59:26,752:    |Epoch: 136, train acc: 0.99, test acc: 0.92
