2019-01-10 19:01:49,493:    |cuda
2019-01-10 19:15:51,009:    |Epoch: 11, train acc: 0.84, test acc: 0.82
2019-01-10 19:15:51,009:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:16:58,765:    |Epoch: 12, train acc: 0.85, test acc: 0.82
2019-01-10 19:16:58,765:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:18:07,126:    |Epoch: 13, train acc: 0.85, test acc: 0.82
2019-01-10 19:18:07,126:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:19:14,883:    |Epoch: 14, train acc: 0.86, test acc: 0.85
2019-01-10 19:19:14,883:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:20:22,338:    |Epoch: 15, train acc: 0.86, test acc: 0.85
2019-01-10 19:20:22,338:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:21:30,979:    |Epoch: 16, train acc: 0.86, test acc: 0.83
2019-01-10 19:21:30,979:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:22:38,885:    |Epoch: 17, train acc: 0.86, test acc: 0.85
2019-01-10 19:22:38,885:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:23:47,082:    |Epoch: 18, train acc: 0.86, test acc: 0.78
2019-01-10 19:23:47,082:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:24:55,068:    |Epoch: 19, train acc: 0.87, test acc: 0.87
2019-01-10 19:24:55,068:    |Saving...
2019-01-10 19:24:55,129:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:26:02,681:    |Epoch: 20, train acc: 0.87, test acc: 0.85
2019-01-10 19:26:02,681:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:27:09,694:    |Epoch: 21, train acc: 0.87, test acc: 0.80
2019-01-10 19:27:09,695:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:28:17,116:    |Epoch: 22, train acc: 0.87, test acc: 0.84
2019-01-10 19:28:17,116:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:29:25,251:    |Epoch: 23, train acc: 0.87, test acc: 0.85
2019-01-10 19:29:25,251:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:30:33,172:    |Epoch: 24, train acc: 0.87, test acc: 0.85
2019-01-10 19:30:33,172:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:31:41,222:    |Epoch: 25, train acc: 0.87, test acc: 0.83
2019-01-10 19:31:41,222:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:32:49,169:    |Epoch: 26, train acc: 0.88, test acc: 0.83
2019-01-10 19:32:49,169:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:33:58,183:    |Epoch: 27, train acc: 0.87, test acc: 0.82
2019-01-10 19:33:58,183:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:35:05,413:    |Epoch: 28, train acc: 0.88, test acc: 0.84
2019-01-10 19:35:05,413:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:36:13,567:    |Epoch: 29, train acc: 0.88, test acc: 0.85
2019-01-10 19:36:13,567:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:37:22,203:    |Epoch: 30, train acc: 0.88, test acc: 0.85
2019-01-10 19:37:22,203:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:38:30,541:    |Epoch: 31, train acc: 0.88, test acc: 0.84
2019-01-10 19:38:30,541:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:39:38,329:    |Epoch: 32, train acc: 0.88, test acc: 0.86
2019-01-10 19:39:38,330:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:40:46,320:    |Epoch: 33, train acc: 0.88, test acc: 0.85
2019-01-10 19:40:46,320:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:41:54,486:    |Epoch: 34, train acc: 0.88, test acc: 0.82
2019-01-10 19:41:54,486:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:43:02,405:    |Epoch: 35, train acc: 0.88, test acc: 0.84
2019-01-10 19:43:02,405:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:44:09,869:    |Epoch: 36, train acc: 0.88, test acc: 0.80
2019-01-10 19:44:09,870:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:45:18,041:    |Epoch: 37, train acc: 0.88, test acc: 0.86
2019-01-10 19:45:18,042:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:46:26,551:    |Epoch: 38, train acc: 0.88, test acc: 0.87
2019-01-10 19:46:26,551:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:47:34,580:    |Epoch: 39, train acc: 0.88, test acc: 0.84
2019-01-10 19:47:34,581:    |Saving...
2019-01-10 19:47:34,631:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:48:42,409:    |Epoch: 40, train acc: 0.88, test acc: 0.85
2019-01-10 19:48:42,410:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:49:50,483:    |Epoch: 41, train acc: 0.89, test acc: 0.82
2019-01-10 19:49:50,484:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:50:58,645:    |Epoch: 42, train acc: 0.89, test acc: 0.83
2019-01-10 19:50:58,646:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:52:07,169:    |Epoch: 43, train acc: 0.88, test acc: 0.82
2019-01-10 19:52:07,169:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:53:15,206:    |Epoch: 44, train acc: 0.89, test acc: 0.83
2019-01-10 19:53:15,206:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:54:23,050:    |Epoch: 45, train acc: 0.88, test acc: 0.87
2019-01-10 19:54:23,050:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:55:30,615:    |Epoch: 46, train acc: 0.88, test acc: 0.78
2019-01-10 19:55:30,615:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:56:39,728:    |Epoch: 47, train acc: 0.89, test acc: 0.84
2019-01-10 19:56:39,728:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:57:48,014:    |Epoch: 48, train acc: 0.89, test acc: 0.78
2019-01-10 19:57:48,014:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 19:58:55,847:    |Epoch: 49, train acc: 0.89, test acc: 0.86
2019-01-10 19:58:55,847:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:00:04,082:    |Epoch: 50, train acc: 0.89, test acc: 0.84
2019-01-10 20:00:04,082:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:01:12,984:    |Epoch: 51, train acc: 0.89, test acc: 0.86
2019-01-10 20:01:12,984:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:02:20,941:    |Epoch: 52, train acc: 0.89, test acc: 0.83
2019-01-10 20:02:20,942:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:03:29,099:    |Epoch: 53, train acc: 0.89, test acc: 0.78
2019-01-10 20:03:29,099:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:04:37,035:    |Epoch: 54, train acc: 0.89, test acc: 0.85
2019-01-10 20:04:37,036:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:05:44,973:    |Epoch: 55, train acc: 0.89, test acc: 0.86
2019-01-10 20:05:44,973:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:06:53,156:    |Epoch: 56, train acc: 0.89, test acc: 0.85
2019-01-10 20:06:53,156:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:08:02,225:    |Epoch: 57, train acc: 0.89, test acc: 0.83
2019-01-10 20:08:02,226:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:09:09,315:    |Epoch: 58, train acc: 0.89, test acc: 0.87
2019-01-10 20:09:09,315:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:10:17,281:    |Epoch: 59, train acc: 0.89, test acc: 0.83
2019-01-10 20:10:17,281:    |Saving...
2019-01-10 20:10:17,338:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:11:25,000:    |Epoch: 60, train acc: 0.89, test acc: 0.84
2019-01-10 20:11:25,000:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:12:33,362:    |Epoch: 61, train acc: 0.89, test acc: 0.86
2019-01-10 20:12:33,362:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:13:40,818:    |Epoch: 62, train acc: 0.89, test acc: 0.87
2019-01-10 20:13:40,818:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:14:48,888:    |Epoch: 63, train acc: 0.89, test acc: 0.85
2019-01-10 20:14:48,888:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:15:56,899:    |Epoch: 64, train acc: 0.89, test acc: 0.79
2019-01-10 20:15:56,900:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:17:04,791:    |Epoch: 65, train acc: 0.89, test acc: 0.83
2019-01-10 20:17:04,792:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:18:13,177:    |Epoch: 66, train acc: 0.89, test acc: 0.84
2019-01-10 20:18:13,178:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:19:21,223:    |Epoch: 67, train acc: 0.89, test acc: 0.85
2019-01-10 20:19:21,223:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:20:28,324:    |Epoch: 68, train acc: 0.89, test acc: 0.77
2019-01-10 20:20:28,324:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:21:36,638:    |Epoch: 69, train acc: 0.89, test acc: 0.85
2019-01-10 20:21:36,639:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:22:45,101:    |Epoch: 70, train acc: 0.89, test acc: 0.83
2019-01-10 20:22:45,101:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:23:53,302:    |Epoch: 71, train acc: 0.89, test acc: 0.79
2019-01-10 20:23:53,303:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:25:01,582:    |Epoch: 72, train acc: 0.89, test acc: 0.82
2019-01-10 20:25:01,583:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:26:09,331:    |Epoch: 73, train acc: 0.89, test acc: 0.84
2019-01-10 20:26:09,331:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:27:17,629:    |Epoch: 74, train acc: 0.89, test acc: 0.82
2019-01-10 20:27:17,630:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:28:25,505:    |Epoch: 75, train acc: 0.89, test acc: 0.78
2019-01-10 20:28:25,505:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:29:33,925:    |Epoch: 76, train acc: 0.89, test acc: 0.83
2019-01-10 20:29:33,925:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:30:41,759:    |Epoch: 77, train acc: 0.89, test acc: 0.83
2019-01-10 20:30:41,759:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:31:50,269:    |Epoch: 78, train acc: 0.89, test acc: 0.85
2019-01-10 20:31:50,270:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:32:58,802:    |Epoch: 79, train acc: 0.89, test acc: 0.85
2019-01-10 20:32:58,802:    |Saving...
2019-01-10 20:32:58,853:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:34:07,038:    |Epoch: 80, train acc: 0.89, test acc: 0.85
2019-01-10 20:34:07,038:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:35:14,441:    |Epoch: 81, train acc: 0.89, test acc: 0.84
2019-01-10 20:35:14,441:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:36:22,436:    |Epoch: 82, train acc: 0.89, test acc: 0.84
2019-01-10 20:36:22,437:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:37:30,460:    |Epoch: 83, train acc: 0.89, test acc: 0.86
2019-01-10 20:37:30,460:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:38:38,302:    |Epoch: 84, train acc: 0.89, test acc: 0.83
2019-01-10 20:38:38,302:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:39:46,772:    |Epoch: 85, train acc: 0.89, test acc: 0.85
2019-01-10 20:39:46,773:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:40:55,171:    |Epoch: 86, train acc: 0.89, test acc: 0.81
2019-01-10 20:40:55,172:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:42:03,799:    |Epoch: 87, train acc: 0.89, test acc: 0.85
2019-01-10 20:42:03,799:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:43:11,738:    |Epoch: 88, train acc: 0.89, test acc: 0.86
2019-01-10 20:43:11,739:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:44:20,145:    |Epoch: 89, train acc: 0.89, test acc: 0.79
2019-01-10 20:44:20,145:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:45:28,689:    |Epoch: 90, train acc: 0.89, test acc: 0.83
2019-01-10 20:45:28,689:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:46:36,710:    |Epoch: 91, train acc: 0.89, test acc: 0.81
2019-01-10 20:46:36,710:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:47:43,984:    |Epoch: 92, train acc: 0.89, test acc: 0.85
2019-01-10 20:47:43,984:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:48:52,570:    |Epoch: 93, train acc: 0.89, test acc: 0.80
2019-01-10 20:48:52,571:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:50:00,622:    |Epoch: 94, train acc: 0.89, test acc: 0.82
2019-01-10 20:50:00,622:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:51:08,363:    |Epoch: 95, train acc: 0.89, test acc: 0.85
2019-01-10 20:51:08,363:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:52:15,968:    |Epoch: 96, train acc: 0.89, test acc: 0.86
2019-01-10 20:52:15,969:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:53:24,124:    |Epoch: 97, train acc: 0.89, test acc: 0.87
2019-01-10 20:53:24,124:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:54:31,697:    |Epoch: 98, train acc: 0.89, test acc: 0.87
2019-01-10 20:54:31,697:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:55:39,541:    |Epoch: 99, train acc: 0.89, test acc: 0.84
2019-01-10 20:55:39,541:    |Saving...
2019-01-10 20:55:39,594:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:56:48,109:    |Epoch: 100, train acc: 0.90, test acc: 0.86
2019-01-10 20:56:48,110:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:57:56,324:    |Epoch: 101, train acc: 0.89, test acc: 0.81
2019-01-10 20:57:56,324:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 20:59:04,618:    |Epoch: 102, train acc: 0.89, test acc: 0.82
2019-01-10 20:59:04,619:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:00:12,691:    |Epoch: 103, train acc: 0.89, test acc: 0.87
2019-01-10 21:00:12,691:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:01:20,628:    |Epoch: 104, train acc: 0.89, test acc: 0.86
2019-01-10 21:01:20,628:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:02:28,900:    |Epoch: 105, train acc: 0.89, test acc: 0.82
2019-01-10 21:02:28,900:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:03:37,651:    |Epoch: 106, train acc: 0.89, test acc: 0.87
2019-01-10 21:03:37,651:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:04:45,528:    |Epoch: 107, train acc: 0.89, test acc: 0.86
2019-01-10 21:04:45,528:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:05:54,187:    |Epoch: 108, train acc: 0.89, test acc: 0.83
2019-01-10 21:05:54,187:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:07:02,019:    |Epoch: 109, train acc: 0.90, test acc: 0.87
2019-01-10 21:07:02,020:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:08:09,913:    |Epoch: 110, train acc: 0.89, test acc: 0.84
2019-01-10 21:08:09,914:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:09:18,358:    |Epoch: 111, train acc: 0.89, test acc: 0.86
2019-01-10 21:09:18,358:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:10:26,160:    |Epoch: 112, train acc: 0.89, test acc: 0.86
2019-01-10 21:10:26,160:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:11:33,862:    |Epoch: 113, train acc: 0.89, test acc: 0.85
2019-01-10 21:11:33,862:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:12:41,993:    |Epoch: 114, train acc: 0.89, test acc: 0.87
2019-01-10 21:12:41,993:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:13:50,429:    |Epoch: 115, train acc: 0.89, test acc: 0.88
2019-01-10 21:13:50,430:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:14:58,513:    |Epoch: 116, train acc: 0.89, test acc: 0.77
2019-01-10 21:14:58,513:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:16:06,411:    |Epoch: 117, train acc: 0.89, test acc: 0.83
2019-01-10 21:16:06,412:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:17:15,061:    |Epoch: 118, train acc: 0.89, test acc: 0.86
2019-01-10 21:17:15,061:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:18:22,824:    |Epoch: 119, train acc: 0.89, test acc: 0.88
2019-01-10 21:18:22,825:    |Saving...
2019-01-10 21:18:22,875:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:19:31,188:    |Epoch: 120, train acc: 0.89, test acc: 0.84
2019-01-10 21:19:31,188:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:20:39,657:    |Epoch: 121, train acc: 0.89, test acc: 0.85
2019-01-10 21:20:39,658:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:21:47,328:    |Epoch: 122, train acc: 0.89, test acc: 0.85
2019-01-10 21:21:47,328:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:22:55,235:    |Epoch: 123, train acc: 0.89, test acc: 0.77
2019-01-10 21:22:55,235:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:24:03,126:    |Epoch: 124, train acc: 0.89, test acc: 0.86
2019-01-10 21:24:03,126:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:25:10,816:    |Epoch: 125, train acc: 0.90, test acc: 0.85
2019-01-10 21:25:10,816:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:26:18,665:    |Epoch: 126, train acc: 0.90, test acc: 0.83
2019-01-10 21:26:18,665:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:27:27,474:    |Epoch: 127, train acc: 0.90, test acc: 0.86
2019-01-10 21:27:27,474:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:28:35,958:    |Epoch: 128, train acc: 0.89, test acc: 0.83
2019-01-10 21:28:35,959:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:29:44,461:    |Epoch: 129, train acc: 0.89, test acc: 0.85
2019-01-10 21:29:44,461:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:30:51,850:    |Epoch: 130, train acc: 0.89, test acc: 0.85
2019-01-10 21:30:51,850:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:32:00,255:    |Epoch: 131, train acc: 0.89, test acc: 0.86
2019-01-10 21:32:00,256:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:33:08,220:    |Epoch: 132, train acc: 0.89, test acc: 0.85
2019-01-10 21:33:08,220:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:34:15,832:    |Epoch: 133, train acc: 0.90, test acc: 0.83
2019-01-10 21:34:15,832:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:35:24,018:    |Epoch: 134, train acc: 0.89, test acc: 0.81
2019-01-10 21:35:24,019:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:36:32,321:    |Epoch: 135, train acc: 0.89, test acc: 0.79
2019-01-10 21:36:32,321:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 21:37:40,197:    |Epoch: 136, train acc: 0.89, test acc: 0.86
