2019-01-12 01:55:55,756:    |cuda
2019-01-12 02:37:19,264:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:38:13,747:    |Epoch: 45, train acc: 0.91, test acc: 0.88
2019-01-12 02:38:13,748:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:39:07,854:    |Epoch: 46, train acc: 0.91, test acc: 0.87
2019-01-12 02:39:07,854:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:40:02,412:    |Epoch: 47, train acc: 0.91, test acc: 0.87
2019-01-12 02:40:02,412:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:40:56,979:    |Epoch: 48, train acc: 0.91, test acc: 0.88
2019-01-12 02:40:56,979:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:41:51,299:    |Epoch: 49, train acc: 0.91, test acc: 0.88
2019-01-12 02:41:51,300:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:42:45,704:    |Epoch: 50, train acc: 0.91, test acc: 0.86
2019-01-12 02:42:45,704:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:43:40,209:    |Epoch: 51, train acc: 0.91, test acc: 0.87
2019-01-12 02:43:40,209:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:44:34,551:    |Epoch: 52, train acc: 0.91, test acc: 0.87
2019-01-12 02:44:34,551:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:45:29,351:    |Epoch: 53, train acc: 0.91, test acc: 0.87
2019-01-12 02:45:29,351:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:46:23,828:    |Epoch: 54, train acc: 0.91, test acc: 0.87
2019-01-12 02:46:23,829:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:47:18,338:    |Epoch: 55, train acc: 0.91, test acc: 0.88
2019-01-12 02:47:18,338:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:48:12,651:    |Epoch: 56, train acc: 0.91, test acc: 0.86
2019-01-12 02:48:12,652:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:49:06,933:    |Epoch: 57, train acc: 0.91, test acc: 0.87
2019-01-12 02:49:06,934:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:50:01,431:    |Epoch: 58, train acc: 0.91, test acc: 0.88
2019-01-12 02:50:01,432:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:50:55,652:    |Epoch: 59, train acc: 0.91, test acc: 0.86
2019-01-12 02:50:55,653:    |Saving...
2019-01-12 02:50:55,729:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:51:50,301:    |Epoch: 60, train acc: 0.91, test acc: 0.88
2019-01-12 02:51:50,301:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:52:44,644:    |Epoch: 61, train acc: 0.91, test acc: 0.88
2019-01-12 02:52:44,644:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:53:38,977:    |Epoch: 62, train acc: 0.92, test acc: 0.86
2019-01-12 02:53:38,977:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:54:33,552:    |Epoch: 63, train acc: 0.92, test acc: 0.88
2019-01-12 02:54:33,552:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:55:28,152:    |Epoch: 64, train acc: 0.92, test acc: 0.88
2019-01-12 02:55:28,152:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:56:22,584:    |Epoch: 65, train acc: 0.92, test acc: 0.86
2019-01-12 02:56:22,585:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:57:17,227:    |Epoch: 66, train acc: 0.92, test acc: 0.88
2019-01-12 02:57:17,227:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:58:11,552:    |Epoch: 67, train acc: 0.92, test acc: 0.88
2019-01-12 02:58:11,553:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 02:59:06,133:    |Epoch: 68, train acc: 0.92, test acc: 0.88
2019-01-12 02:59:06,133:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:00:00,996:    |Epoch: 69, train acc: 0.92, test acc: 0.89
2019-01-12 03:00:00,996:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:00:55,426:    |Epoch: 70, train acc: 0.92, test acc: 0.89
2019-01-12 03:00:55,426:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:01:49,849:    |Epoch: 71, train acc: 0.92, test acc: 0.88
2019-01-12 03:01:49,850:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:02:44,119:    |Epoch: 72, train acc: 0.92, test acc: 0.89
2019-01-12 03:02:44,119:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:03:39,197:    |Epoch: 73, train acc: 0.92, test acc: 0.87
2019-01-12 03:03:39,197:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:04:33,640:    |Epoch: 74, train acc: 0.92, test acc: 0.88
2019-01-12 03:04:33,640:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:05:27,839:    |Epoch: 75, train acc: 0.92, test acc: 0.89
2019-01-12 03:05:27,840:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:06:22,618:    |Epoch: 76, train acc: 0.92, test acc: 0.89
2019-01-12 03:06:22,619:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:07:17,011:    |Epoch: 77, train acc: 0.92, test acc: 0.88
2019-01-12 03:07:17,012:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:08:11,662:    |Epoch: 78, train acc: 0.92, test acc: 0.88
2019-01-12 03:08:11,662:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:09:06,328:    |Epoch: 79, train acc: 0.92, test acc: 0.88
2019-01-12 03:09:06,328:    |Saving...
2019-01-12 03:09:06,403:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:10:01,078:    |Epoch: 80, train acc: 0.92, test acc: 0.88
2019-01-12 03:10:01,079:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:10:55,426:    |Epoch: 81, train acc: 0.92, test acc: 0.88
2019-01-12 03:10:55,427:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:11:49,784:    |Epoch: 82, train acc: 0.92, test acc: 0.88
2019-01-12 03:11:49,784:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:12:44,544:    |Epoch: 83, train acc: 0.92, test acc: 0.88
2019-01-12 03:12:44,544:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:13:38,734:    |Epoch: 84, train acc: 0.92, test acc: 0.89
2019-01-12 03:13:38,735:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:14:33,201:    |Epoch: 85, train acc: 0.92, test acc: 0.87
2019-01-12 03:14:33,201:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:15:27,684:    |Epoch: 86, train acc: 0.92, test acc: 0.87
2019-01-12 03:15:27,684:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:16:22,288:    |Epoch: 87, train acc: 0.92, test acc: 0.88
2019-01-12 03:16:22,288:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:17:16,244:    |Epoch: 88, train acc: 0.92, test acc: 0.89
2019-01-12 03:17:16,244:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:18:10,925:    |Epoch: 89, train acc: 0.92, test acc: 0.89
2019-01-12 03:18:10,926:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:19:05,359:    |Epoch: 90, train acc: 0.92, test acc: 0.88
2019-01-12 03:19:05,360:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:19:59,589:    |Epoch: 91, train acc: 0.92, test acc: 0.88
2019-01-12 03:19:59,589:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:20:54,248:    |Epoch: 92, train acc: 0.92, test acc: 0.88
2019-01-12 03:20:54,248:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:21:48,583:    |Epoch: 93, train acc: 0.92, test acc: 0.88
2019-01-12 03:21:48,584:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:22:43,006:    |Epoch: 94, train acc: 0.92, test acc: 0.87
2019-01-12 03:22:43,006:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:23:37,321:    |Epoch: 95, train acc: 0.92, test acc: 0.87
2019-01-12 03:23:37,322:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:24:31,991:    |Epoch: 96, train acc: 0.92, test acc: 0.87
2019-01-12 03:24:31,991:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:25:26,539:    |Epoch: 97, train acc: 0.92, test acc: 0.89
2019-01-12 03:25:26,540:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:26:20,868:    |Epoch: 98, train acc: 0.92, test acc: 0.87
2019-01-12 03:26:20,869:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:27:15,487:    |Epoch: 99, train acc: 0.92, test acc: 0.89
2019-01-12 03:27:15,487:    |Saving...
2019-01-12 03:27:15,569:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:28:09,779:    |Epoch: 100, train acc: 0.92, test acc: 0.89
2019-01-12 03:28:09,780:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:29:04,768:    |Epoch: 101, train acc: 0.92, test acc: 0.87
2019-01-12 03:29:04,769:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:29:59,054:    |Epoch: 102, train acc: 0.92, test acc: 0.89
2019-01-12 03:29:59,054:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:30:53,305:    |Epoch: 103, train acc: 0.92, test acc: 0.89
2019-01-12 03:30:53,305:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:31:47,629:    |Epoch: 104, train acc: 0.92, test acc: 0.88
2019-01-12 03:31:47,629:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:32:42,036:    |Epoch: 105, train acc: 0.92, test acc: 0.87
2019-01-12 03:32:42,037:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:33:36,995:    |Epoch: 106, train acc: 0.92, test acc: 0.87
2019-01-12 03:33:36,996:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:34:31,468:    |Epoch: 107, train acc: 0.92, test acc: 0.89
2019-01-12 03:34:31,468:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:35:25,751:    |Epoch: 108, train acc: 0.92, test acc: 0.88
2019-01-12 03:35:25,752:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:36:20,102:    |Epoch: 109, train acc: 0.92, test acc: 0.89
2019-01-12 03:36:20,102:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:37:14,592:    |Epoch: 110, train acc: 0.92, test acc: 0.88
2019-01-12 03:37:14,593:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:38:09,026:    |Epoch: 111, train acc: 0.93, test acc: 0.88
2019-01-12 03:38:09,026:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:39:03,588:    |Epoch: 112, train acc: 0.92, test acc: 0.88
2019-01-12 03:39:03,588:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:39:58,279:    |Epoch: 113, train acc: 0.93, test acc: 0.89
2019-01-12 03:39:58,279:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:40:52,984:    |Epoch: 114, train acc: 0.92, test acc: 0.88
2019-01-12 03:40:52,985:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:41:47,329:    |Epoch: 115, train acc: 0.92, test acc: 0.88
2019-01-12 03:41:47,329:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:42:41,823:    |Epoch: 116, train acc: 0.93, test acc: 0.89
2019-01-12 03:42:41,823:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:43:35,893:    |Epoch: 117, train acc: 0.92, test acc: 0.88
2019-01-12 03:43:35,893:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:44:30,568:    |Epoch: 118, train acc: 0.93, test acc: 0.89
2019-01-12 03:44:30,569:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:45:25,133:    |Epoch: 119, train acc: 0.92, test acc: 0.88
2019-01-12 03:45:25,133:    |Saving...
2019-01-12 03:45:25,207:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:46:19,854:    |Epoch: 120, train acc: 0.92, test acc: 0.89
2019-01-12 03:46:19,854:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:47:14,540:    |Epoch: 121, train acc: 0.93, test acc: 0.88
2019-01-12 03:47:14,541:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:48:08,956:    |Epoch: 122, train acc: 0.92, test acc: 0.88
2019-01-12 03:48:08,956:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:49:03,704:    |Epoch: 123, train acc: 0.93, test acc: 0.90
2019-01-12 03:49:03,704:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:49:57,745:    |Epoch: 124, train acc: 0.93, test acc: 0.89
2019-01-12 03:49:57,745:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:50:52,812:    |Epoch: 125, train acc: 0.93, test acc: 0.89
2019-01-12 03:50:52,813:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:51:47,178:    |Epoch: 126, train acc: 0.93, test acc: 0.89
2019-01-12 03:51:47,179:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:52:41,580:    |Epoch: 127, train acc: 0.93, test acc: 0.88
2019-01-12 03:52:41,581:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:53:35,647:    |Epoch: 128, train acc: 0.92, test acc: 0.88
2019-01-12 03:53:35,648:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:54:30,005:    |Epoch: 129, train acc: 0.92, test acc: 0.88
2019-01-12 03:54:30,005:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:55:24,622:    |Epoch: 130, train acc: 0.93, test acc: 0.86
2019-01-12 03:55:24,622:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:56:19,129:    |Epoch: 131, train acc: 0.93, test acc: 0.89
2019-01-12 03:56:19,129:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:57:13,289:    |Epoch: 132, train acc: 0.93, test acc: 0.88
2019-01-12 03:57:13,290:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:58:07,587:    |Epoch: 133, train acc: 0.92, test acc: 0.89
2019-01-12 03:58:07,587:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:59:02,050:    |Epoch: 134, train acc: 0.93, test acc: 0.89
2019-01-12 03:59:02,051:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 03:59:56,181:    |Epoch: 135, train acc: 0.92, test acc: 0.88
2019-01-12 03:59:56,182:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-12 04:00:50,640:    |Epoch: 136, train acc: 0.93, test acc: 0.88
