2019-01-17 15:03:12,169:    |cuda
2019-01-17 15:33:09,442:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-17 15:33:50,262:    |Epoch: 44, train acc: 0.98, test acc: 0.91
2019-01-17 15:33:50,262:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-17 15:34:30,787:    |Epoch: 45, train acc: 0.99, test acc: 0.91
2019-01-17 15:34:30,787:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-17 15:35:11,521:    |Epoch: 46, train acc: 0.99, test acc: 0.91
2019-01-17 15:35:11,522:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-17 15:35:52,091:    |Epoch: 47, train acc: 0.99, test acc: 0.92
2019-01-17 15:35:52,091:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-17 15:36:32,836:    |Epoch: 48, train acc: 0.99, test acc: 0.91
2019-01-17 15:36:32,837:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-17 15:37:13,785:    |Epoch: 49, train acc: 0.99, test acc: 0.92
2019-01-17 15:37:13,786:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
